traj_id,task,agent,model,reward,n_steps,placeholder_frac,max_msg_repeat_frac,no_tool_frac,exclude
crack-7z-hash__7f4HChP,crack-7z-hash,terminus-2,openai/gpt-oss-120b@together_ai,0,56,0.0,0.018,0.036,False
extract-moves-from-video__P8oVQ46,extract-moves-from-video,openhands,claude-sonnet-4-5-20250929@anthropic,0,94,0.191,0.035,0.011,False
kv-store-grpc__rbuyJxu,kv-store-grpc,mini-swe-agent,gpt-5@openai,1,8,0.125,0.125,0.125,True
install-windows-3.11__xomrDKv,install-windows-3.11,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,56,0.0,0.075,0.018,False
circuit-fibsqrt__9sbJgVA,circuit-fibsqrt,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,78,0.0,0.013,0.013,False
configure-git-webserver__YCuJzCw,configure-git-webserver,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,32,0.0,0.031,0.031,False
feal-linear-cryptanalysis__xCHHNkC,feal-linear-cryptanalysis,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,33,0.576,0.03,0.03,True
git-multibranch__PFpCwUA,git-multibranch,openhands,claude-opus-4-5-20251101@anthropic,1,45,0.022,0.178,0.022,False
kv-store-grpc__nrxXuUX,kv-store-grpc,codex,gpt-5-mini@openai,0,19,0.053,0.053,0.211,True
circuit-fibsqrt__cAPYGsJ,circuit-fibsqrt,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,263,0.03,0.133,0.259,False
gcode-to-text__GoUNo9c,gcode-to-text,openhands,gemini-2.5-flash@gemini,0,10,0.0,0.1,0.1,True
llm-inference-batching-scheduler__i3k5J5C,llm-inference-batching-scheduler,claude-code,claude-opus-4-6@anthropic,1,44,0.432,0.023,0.409,False
largest-eigenval__TPAMoRy,largest-eigenval,openhands,claude-opus-4-1-20250805@anthropic,1,104,0.135,0.124,0.01,False
count-dataset-tokens__puHw9J3,count-dataset-tokens,gemini-cli,gemini-2.5-pro@gemini,0,23,0.348,0.5,0.087,True
caffe-cifar-10__oTues2B,caffe-cifar-10,claude-code,claude-opus-4-6@anthropic,0,34,0.382,0.029,0.294,False
gcode-to-text__2h6aTEU,gcode-to-text,claude-code,claude-opus-4-1-20250805@anthropic,0,82,0.22,0.024,0.5,False
constraints-scheduling__eafRysD,constraints-scheduling,codex,gpt-5-codex@openai,1,12,0.25,0.083,0.25,True
fix-ocaml-gc__CXw7DiX,fix-ocaml-gc,mini-swe-agent,gpt-5-codex@openai,0,74,0.527,0.014,0.014,True
filter-js-from-html__zEzCu7J,filter-js-from-html,claude-code,claude-opus-4-1-20250805@anthropic,0,8,0.125,0.25,0.875,True
circuit-fibsqrt__meWLRUY,circuit-fibsqrt,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,201,0.0,0.045,0.005,False
distribution-search__PATgCb3,distribution-search,claude-code,claude-opus-4-5-20251101@anthropic,1,21,0.381,0.095,0.524,True
log-summary-date-ranges__GjXsPmr,log-summary-date-ranges,terminus-3-3,gemini-3.1-pro-preview@Google,1,7,0.571,1.0,0.143,True
constraints-scheduling__8cLHw6C,constraints-scheduling,openhands,gpt-5@openai,1,16,0.188,0.067,0.188,True
largest-eigenval__swKzhWm,largest-eigenval,mini-swe-agent,gemini-2.5-pro@gemini,1,29,0.138,0.034,0.034,True
fix-code-vulnerability__qCPdcpZ,fix-code-vulnerability,claude-code,claude-sonnet-4-5-20250929@anthropic,1,120,0.5,0.017,0.317,False
dna-assembly__HkDqkyf,dna-assembly,codex,gpt-5@openai,0,42,0.119,0.024,0.095,False
fix-ocaml-gc__gedEHiF,fix-ocaml-gc,terminus-2,minimax-m2.5@Minimax,1,128,0.328,0.008,0.016,False
hf-model-inference__ZNsf573,hf-model-inference,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.059,0.333,0.176,True
financial-document-processor__NHpZsJ3,financial-document-processor,gemini-cli,gemini-2.5-flash@gemini,0,58,0.0,0.379,0.328,False
mailman__QEY3Np9,mailman,terminus-3-3,gemini-3.1-pro-preview@Google,1,29,0.483,0.5,0.069,True
build-cython-ext__cyfNnen,build-cython-ext,codex,gpt-5@openai,1,54,0.407,0.019,0.093,False
fix-code-vulnerability__mKsK3Bt,fix-code-vulnerability,gemini-cli,gemini-2.5-flash@gemini,1,16,0.438,0.5,0.125,True
large-scale-text-editing__aR2xTJt,large-scale-text-editing,claude-code,claude-haiku-4-5-20251001@anthropic,0,160,0.087,0.013,0.431,False
filter-js-from-html__n92YmWL,filter-js-from-html,terminus-3-3,claude-opus-4-6@anthropic,0,25,0.72,1.0,0.04,True
fix-git__yP7kpy6,fix-git,judy,claude-opus-4.6@anthropic,1,25,0.0,0.048,0.36,True
custom-memory-heap-crash__CdNtnjc,custom-memory-heap-crash,deepagent-harbor,gpt-5.2-codex@openai,1,36,0.25,0.333,0.083,False
crack-7z-hash__nA8RFpj,crack-7z-hash,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,165,0.036,0.006,0.006,False
build-pmars__DgaZnT7,build-pmars,openhands,gemini-2.5-pro@gemini,1,181,0.155,0.261,0.022,False
crack-7z-hash__kiUzJpq,crack-7z-hash,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,97,0.082,0.01,0.01,False
make-doom-for-mips__zMM5ycA,make-doom-for-mips,codex,gpt-5-mini@openai,0,96,0.385,0.01,0.052,False
caffe-cifar-10__G6pq5pk,caffe-cifar-10,terminus-3-3,gemini-3.1-pro-preview@Google,0,12,0.667,1.0,0.083,True
mailman__yWXSmmm,mailman,deepagent-harbor,gpt-5.2-codex@openai,1,98,0.347,0.333,0.031,False
chess-best-move__oyFwDgr,chess-best-move,terminus-2,openai/gpt-oss-120b@together_ai,0,4,0.0,0.25,0.25,True
hf-model-inference__bC4XcCb,hf-model-inference,terminus-2,claude-opus-4-5-20251101@anthropic,1,10,0.3,0.1,0.0,True
distribution-search__L2uLuMx,distribution-search,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,6,0.0,0.167,0.167,True
headless-terminal__mHvV8XD,headless-terminal,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,27,0.0,0.04,0.111,True
extract-moves-from-video__gNiZKq4,extract-moves-from-video,openhands,claude-haiku-4-5-20251001@anthropic,0,120,0.017,0.313,0.708,False
git-multibranch__UqAovY9,git-multibranch,mini-swe-agent,gpt-5-mini@openai,1,10,0.5,0.1,0.1,True
gpt2-codegolf__LXo25NW,gpt2-codegolf,openhands,claude-sonnet-4-5-20250929@anthropic,0,30,0.267,0.111,0.033,False
feal-linear-cryptanalysis__mztYrME,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,62,0.516,0.016,0.016,True
compile-compcert__GdsGSda,compile-compcert,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,1,45,0.0,0.022,0.022,False
break-filter-js-from-html__tKNiqAc,break-filter-js-from-html,mini-swe-agent,openai/gpt-oss-120b@together_ai,0,51,0.0,0.02,0.02,False
build-pmars__rc4bvrE,build-pmars,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,48,0.0,0.021,0.021,False
dna-insert__nxiCqoL,dna-insert,codex,gpt-5@openai,0,23,0.217,0.043,0.174,True
build-cython-ext__dvsQvxa,build-cython-ext,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,184,0.076,0.055,0.011,False
install-windows-3.11__c2okkyM,install-windows-3.11,openhands,gemini-2.5-flash@gemini,0,22,0.045,0.048,0.045,True
fix-ocaml-gc__4jfbRNv,fix-ocaml-gc,claude-code,claude-opus-4-5-20251101@anthropic,1,36,0.389,0.056,0.444,False
configure-git-webserver__WM7VDrx,configure-git-webserver,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,74,0.0,0.085,0.014,False
large-scale-text-editing__oYLBJby,large-scale-text-editing,gemini-cli,gemini-2.5-pro@gemini,0,3,0.0,0.333,0.667,True
git-multibranch__igqLd22,git-multibranch,claude-code,claude-opus-4-6@anthropic,0,38,0.342,0.026,0.263,False
largest-eigenval__KJWcZ8D,largest-eigenval,claude-code,claude-haiku-4-5-20251001@anthropic,0,81,0.16,0.025,0.531,False
headless-terminal__N2ZxAeB,headless-terminal,codex,gpt-5@openai,1,11,0.0,0.091,0.455,True
compile-compcert__6ZFC2Dr,compile-compcert,mini-swe-agent,grok-4-0709@xai,0,93,0.204,0.011,0.011,False
chess-best-move__AHf83rL,chess-best-move,claude-code,claude-sonnet-4-5-20250929@anthropic,0,10,0.1,0.2,0.8,True
break-filter-js-from-html__3EAMcsx,break-filter-js-from-html,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,161,0.0,0.634,0.006,True
large-scale-text-editing__qM4KfSb,large-scale-text-editing,claude-code,claude-sonnet-4-5-20250929@anthropic,1,22,0.136,0.091,0.591,True
llm-inference-batching-scheduler__9pZPaJW,llm-inference-batching-scheduler,terminus-3-3,gemini-3.1-pro-preview@Google,1,14,0.857,1.0,0.071,True
code-from-image__5kz6aPe,code-from-image,openhands,grok-4-0709@xai,1,22,0.045,0.136,0.045,True
custom-memory-heap-crash__5uqYHM5,custom-memory-heap-crash,mini-swe-agent,grok-code-fast-1@xai,1,33,0.182,0.03,0.03,False
cobol-modernization__t3aejbF,cobol-modernization,claude-code,claude-opus-4-6@anthropic,1,118,0.169,0.008,0.415,False
build-cython-ext__xnRZaZD,build-cython-ext,codex,gpt-5-mini@openai,0,37,0.297,0.027,0.135,False
compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,0.359,0.016,0.016,False
fix-git__iqYJ9Aq,fix-git,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.059,0.5,0.118,True
caffe-cifar-10__wHeBYhm,caffe-cifar-10,gemini-cli,gemini-2.5-flash@gemini,0,26,0.5,1.0,0.038,True
count-dataset-tokens__7jGuiC4,count-dataset-tokens,terminus-3-3,claude-opus-4-6@anthropic,1,38,0.5,1.0,0.026,True
custom-memory-heap-crash__Q3tJPus,custom-memory-heap-crash,codex,gpt-5-mini@openai,1,29,0.172,0.034,0.172,True
fix-git__ZNLxsDG,fix-git,gemini-cli,gemini-2.5-flash@gemini,1,9,0.0,0.5,0.222,True
make-doom-for-mips__2FyG6Ty,make-doom-for-mips,claude-code,claude-sonnet-4-5-20250929@anthropic,0,192,0.411,0.01,0.307,False
gpt2-codegolf__Djy56Kp,gpt2-codegolf,terminus-3-3,gemini-3.1-pro-preview@Google,0,38,0.684,1.0,0.026,True
break-filter-js-from-html__hdZTKGV,break-filter-js-from-html,judy,claude-opus-4.6@anthropic,1,43,0.0,0.03,0.279,False
fix-ocaml-gc__zTboSCW,fix-ocaml-gc,deepagent-harbor,gpt-5.2-codex@openai,1,37,0.595,0.333,0.081,True
crack-7z-hash__amaTHco,crack-7z-hash,mini-swe-agent,grok-code-fast-1@xai,0,247,0.036,0.004,0.304,False
distribution-search__ZJDezEN,distribution-search,openhands,claude-haiku-4-5-20251001@anthropic,1,362,0.058,0.3,0.746,False
build-cython-ext__CKPi2Ci,build-cython-ext,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,61,0.377,0.033,0.016,False
count-dataset-tokens__yBCNmPw,count-dataset-tokens,codex,gpt-5@openai,0,62,0.161,0.016,0.048,False
gcode-to-text__wnmRdvM,gcode-to-text,terminus-3-3,claude-opus-4-6@anthropic,0,21,0.286,1.0,0.048,True
build-cython-ext__7YRSG6b,build-cython-ext,deepagent-harbor,gpt-5.2-codex@openai,1,75,0.24,0.5,0.027,True
build-cython-ext__KYzeqdF,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,5,0.0,0.333,0.6,True
dna-insert__6QAL2sz,dna-insert,terminus-2,claude-opus-4-6@anthropic,1,14,0.357,0.071,0.071,True
large-scale-text-editing__KLntXoC,large-scale-text-editing,mini-swe-agent,grok-4-0709@xai,0,7,0.0,0.143,0.286,True
caffe-cifar-10__XuTEZmR,caffe-cifar-10,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,35,0.4,0.029,0.029,False
dna-assembly__YEtGXCV,dna-assembly,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,100,0.0,0.042,0.03,False
build-pmars__Q4Tbi6T,build-pmars,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,20,0.2,0.05,0.05,True
feal-differential-cryptanalysis__c763PiX,feal-differential-cryptanalysis,openhands,gpt-5-nano@openai,0,36,0.028,0.056,0.139,False
break-filter-js-from-html__XYzozAf,break-filter-js-from-html,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,93,0.022,0.011,0.011,False
dna-insert__kb94smC,dna-insert,terminus-2,claude-opus-4-5-20251101@anthropic,1,28,0.643,0.036,0.036,True
feal-linear-cryptanalysis__jiKD5yw,feal-linear-cryptanalysis,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,34,0.324,0.029,0.029,False
largest-eigenval__8yLDVSL,largest-eigenval,openhands,claude-opus-4-5-20251101@anthropic,1,37,0.459,0.054,0.027,False
custom-memory-heap-crash__wFxZmjd,custom-memory-heap-crash,codex,gpt-5-nano@openai,0,13,0.077,0.077,0.462,True
feal-differential-cryptanalysis__aJwc4Hh,feal-differential-cryptanalysis,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,178,0.0,0.29,0.028,False
build-pmars__JQTNhA2,build-pmars,openhands,gpt-5@openai,0,20,0.0,0.1,0.05,True
configure-git-webserver__sN38Wfv,configure-git-webserver,claude-code,claude-opus-4-5-20251101@anthropic,1,36,0.25,0.056,0.222,False
git-multibranch__jvPsvhP,git-multibranch,openhands,gemini-2.5-pro@gemini,1,64,0.062,0.089,0.109,False
bn-fit-modify__gD3UdyG,bn-fit-modify,gemini-cli,gemini-2.5-flash@gemini,0,5,0.4,1.0,0.2,True
adaptive-rejection-sampler__myVKj9Z,adaptive-rejection-sampler,claude-code,claude-opus-4-6@anthropic,0,43,0.442,0.023,0.395,False
install-windows-3.11__oP9fucx,install-windows-3.11,claude-code,claude-opus-4-1-20250805@anthropic,0,95,0.189,0.021,0.4,False
log-summary-date-ranges__hAqE3Xb,log-summary-date-ranges,codex,gpt-5@openai,1,10,0.2,0.1,0.4,True
caffe-cifar-10__fSJQXeN,caffe-cifar-10,mini-swe-agent,grok-4-0709@xai,0,61,0.295,0.016,0.049,False
filter-js-from-html__GoWjydQ,filter-js-from-html,claude-code,claude-opus-4-6@anthropic,0,18,0.333,0.056,0.389,True
fix-ocaml-gc__xH6R2dh,fix-ocaml-gc,terminus-2,openai/gpt-oss-20b@together_ai,0,201,0.0,0.087,0.96,False
constraints-scheduling__d8EDjHM,constraints-scheduling,claude-code,claude-opus-4-5-20251101@anthropic,1,11,0.273,0.182,0.636,True
fix-code-vulnerability__ents27V,fix-code-vulnerability,terminus-3-3,claude-opus-4-6@anthropic,1,15,0.8,1.0,0.067,True
fix-git__X3gVMXQ,fix-git,openhands,claude-opus-4-5-20251101@anthropic,1,13,0.154,0.077,0.077,True
crack-7z-hash__FCbnY5u,crack-7z-hash,mini-swe-agent,gpt-5-codex@openai,1,28,0.179,0.036,0.036,True
mailman__RKQAGzU,mailman,claude-code,claude-opus-4-1-20250805@anthropic,1,77,0.312,0.026,0.442,False
build-cython-ext__kDxuWXT,build-cython-ext,codex,gpt-5-nano@openai,0,55,0.255,0.018,0.091,False
compile-compcert__PQWt7PF,compile-compcert,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,85,0.0,0.012,0.012,False
git-leak-recovery__skyuLrJ,git-leak-recovery,deepagent-harbor,gpt-5.2-codex@openai,1,16,0.0,0.333,0.188,True
make-doom-for-mips__xeb4ZuS,make-doom-for-mips,gemini-cli,gemini-2.5-flash@gemini,0,42,0.381,0.333,0.071,False
compile-compcert__krWWmeU,compile-compcert,terminus-3-3,gemini-3.1-pro-preview@Google,1,58,0.466,0.5,0.034,True
compile-compcert__svoTnkC,compile-compcert,codex,gpt-5@openai,1,34,0.353,0.029,0.118,False
code-from-image__kNsPGeH,code-from-image,gemini-cli,gemini-2.5-pro@gemini,1,8,0.0,0.143,0.5,True
make-doom-for-mips__rB4cj9N,make-doom-for-mips,claude-code,claude-opus-4-1-20250805@anthropic,0,211,0.393,0.014,0.441,False
crack-7z-hash__6ppYarb,crack-7z-hash,terminus-3-3,gemini-3.1-pro-preview@Google,0,42,0.452,1.0,0.024,True
build-pov-ray__x87rkwR,build-pov-ray,judy,claude-opus-4.6@anthropic,1,40,0.1,0.037,0.2,False
fix-ocaml-gc__vbkpFL7,fix-ocaml-gc,deepagent-harbor,gpt-5.2-codex@openai,1,27,0.63,0.333,0.111,True
compile-compcert__BaS4EXV,compile-compcert,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,263,0.095,0.03,0.004,False
fix-ocaml-gc__cL9KP52,fix-ocaml-gc,openhands,claude-opus-4-1-20250805@anthropic,1,188,0.08,0.074,0.005,False
constraints-scheduling__SxFzojq,constraints-scheduling,mini-swe-agent,gpt-5-mini@openai,1,106,0.0,0.019,0.009,False
make-doom-for-mips__DAWb6VY,make-doom-for-mips,codex,gpt-5-mini@openai,0,71,0.324,0.014,0.085,False
dna-assembly__NMNo5Bf,dna-assembly,terminus-3-3,gemini-3.1-pro-preview@Google,0,22,0.636,1.0,0.045,True
kv-store-grpc__GtQkoky,kv-store-grpc,terminus-2,openai/gpt-oss-120b@together_ai,0,3,0.0,0.333,0.333,True
kv-store-grpc__GZi4LRd,kv-store-grpc,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,1,14,0.0,0.071,0.071,True
kv-store-grpc__LeByUym,kv-store-grpc,mini-swe-agent,openai/gpt-oss-20b@together_ai,0,5,0.0,0.2,0.4,True
dna-insert__nHpfGxV,dna-insert,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,26,0.0,0.038,0.038,True
financial-document-processor__HaQLY4K,financial-document-processor,openhands,gemini-2.5-pro@gemini,0,82,0.171,0.09,0.012,False
cobol-modernization__4Eczpdz,cobol-modernization,mini-swe-agent,gpt-5@openai,1,8,0.125,0.125,0.25,True
extract-moves-from-video__Lkws9sY,extract-moves-from-video,openhands,gpt-5-mini@openai,0,28,0.0,0.087,0.107,True
db-wal-recovery__mUwQ8nv,db-wal-recovery,terminus-2,gpt-5.1-codex@openai,0,63,0.016,0.016,0.667,False
cobol-modernization__FS2aB4W,cobol-modernization,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,35,0.057,0.029,0.029,False
extract-moves-from-video__9isXmnW,extract-moves-from-video,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,36,0.139,0.028,0.028,False
build-pov-ray__Z5BAFaR,build-pov-ray,openhands,claude-opus-4-5-20251101@anthropic,1,46,0.37,0.13,0.022,False
kv-store-grpc__8difhT8,kv-store-grpc,codex,gpt-5-mini@openai,0,18,0.056,0.056,0.222,True
break-filter-js-from-html__mUvJnZF,break-filter-js-from-html,openhands,claude-haiku-4-5-20251001@anthropic,0,392,0.115,0.102,0.041,False
break-filter-js-from-html__NUXXLTA,break-filter-js-from-html,openhands,gpt-5-mini@openai,0,16,0.125,0.067,0.062,True
build-pov-ray__8XGTiW2,build-pov-ray,claude-code,claude-opus-4-5-20251101@anthropic,1,45,0.356,0.044,0.378,False
cobol-modernization__7SQGyNy,cobol-modernization,openhands,claude-opus-4-1-20250805@anthropic,1,134,0.007,0.023,0.007,False
break-filter-js-from-html__tZ32fPq,break-filter-js-from-html,gemini-cli,gemini-2.5-pro@gemini,0,8,0.125,0.125,0.25,True
bn-fit-modify__NKrNo3N,bn-fit-modify,claude-code,claude-haiku-4-5-20251001@anthropic,0,37,0.324,0.054,0.405,False
break-filter-js-from-html__4T2w4f4,break-filter-js-from-html,claude-code,claude-opus-4-1-20250805@anthropic,0,138,0.188,0.014,0.42,False
headless-terminal__5ovtBa3,headless-terminal,codex,gpt-5@openai,1,9,0.0,0.111,0.556,True
feal-differential-cryptanalysis__sRaUMxH,feal-differential-cryptanalysis,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,94,0.011,0.032,0.011,False
large-scale-text-editing__YXFJcMr,large-scale-text-editing,claude-code,claude-sonnet-4-5-20250929@anthropic,0,6,0.0,0.5,1.0,True
build-pov-ray__NW9sB9g,build-pov-ray,terminus-2,openai/gpt-oss-20b@together_ai,0,201,0.005,0.259,0.995,False
constraints-scheduling__t9ZbhAc,constraints-scheduling,claude-code,minimax-m2.1@minimax,1,11,0.273,0.182,0.636,True
kv-store-grpc__sW9yMbk,kv-store-grpc,terminus-3-3,claude-opus-4-6@anthropic,1,10,0.6,1.0,0.1,True
fix-git__TKo7rns,fix-git,openhands,gemini-2.5-pro@gemini,1,24,0.125,0.043,0.042,True
build-pmars__3rZn9AP,build-pmars,mini-swe-agent,gpt-5-codex@openai,1,27,0.222,0.037,0.037,True
mailman__jVyKJJk,mailman,claude-code,claude-sonnet-4-5-20250929@anthropic,1,98,0.296,0.02,0.347,False
dna-assembly__zf4kunN,dna-assembly,codex,gpt-5@openai,0,29,0.138,0.034,0.138,True
compile-compcert__jaQ9osG,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,86,0.0,0.012,0.012,False
bn-fit-modify__QENgCbj,bn-fit-modify,deepagent-harbor,gpt-5.2-codex@openai,1,16,0.062,0.333,0.188,True
llm-inference-batching-scheduler__yT9a5PU,llm-inference-batching-scheduler,gemini-cli,gemini-2.5-flash@gemini,0,32,0.375,0.5,0.062,True
fix-ocaml-gc__uhQ4uA3,fix-ocaml-gc,terminus-3-3,gemini-3.1-pro-preview@Google,1,46,0.609,1.0,0.022,True
compile-compcert__3AjSGCy,compile-compcert,codex,gpt-5-mini@openai,1,44,0.477,0.023,0.091,False
code-from-image__WVSoEtA,code-from-image,gemini-cli,gemini-2.5-pro@gemini,1,7,0.0,0.333,0.429,True
circuit-fibsqrt__onhKuCX,circuit-fibsqrt,claude-code,claude-haiku-4-5-20251001@anthropic,0,311,0.209,0.006,0.469,False
extract-moves-from-video__3vuNhX5,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,55,0.382,1.0,0.018,True
crack-7z-hash__2GykeWE,crack-7z-hash,judy,claude-opus-4.6@anthropic,1,40,0.0,0.04,0.2,False
financial-document-processor__PHwLKig,financial-document-processor,deepagent-harbor,gpt-5.2-codex@openai,1,41,0.098,0.333,0.073,False
circuit-fibsqrt__6RJhEW2,circuit-fibsqrt,mini-swe-agent,gemini-2.5-flash@gemini,0,627,0.381,0.344,0.002,False
cobol-modernization__7cJi6Zu,cobol-modernization,openhands,claude-sonnet-4-5-20250929@anthropic,1,210,0.052,0.096,0.005,False
mailman__33SAv4q,mailman,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,69,0.217,0.014,0.014,False
fix-ocaml-gc__Ev5JVw3,fix-ocaml-gc,codex,gpt-5-mini@openai,0,74,0.527,0.014,0.081,True
configure-git-webserver__yGQsYny,configure-git-webserver,terminus-3-3,claude-opus-4-6@anthropic,0,23,0.609,1.0,0.043,True
gcode-to-text__YAEkBUA,gcode-to-text,terminus-2,claude-opus-4-1-20250805@anthropic,0,15,0.533,0.067,0.067,True
crack-7z-hash__ZCknHAT,crack-7z-hash,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,1,23,0.174,0.043,0.043,True
cobol-modernization__RZs7D4e,cobol-modernization,mini-swe-agent,openai/gpt-oss-20b@together_ai,0,4,0.0,0.25,0.25,True
gcode-to-text__sUE75QD,gcode-to-text,terminus-2,claude-sonnet-4-5-20250929@anthropic,0,44,0.477,0.023,0.023,False
db-wal-recovery__ZUd2AhA,db-wal-recovery,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,137,0.0,0.073,0.015,False
distribution-search__J57fXUN,distribution-search,mini-swe-agent,gemini-2.5-pro@gemini,1,7,0.143,0.143,0.143,True
chess-best-move__XsDMtA8,chess-best-move,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,26,0.038,0.04,0.038,True
circuit-fibsqrt__WagUSYf,circuit-fibsqrt,terminus-2,glm-5@z-ai,0,102,0.412,0.01,0.029,False
fix-code-vulnerability__LrHRcqM,fix-code-vulnerability,terminus-2,gpt-5.1@openai,1,30,0.933,0.033,0.067,True
db-wal-recovery__4RiU8vw,db-wal-recovery,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,45,0.111,0.022,0.022,False
log-summary-date-ranges__STwp5MM,log-summary-date-ranges,openhands,claude-haiku-4-5-20251001@anthropic,1,44,0.045,0.349,0.523,False
gpt2-codegolf__BDWpdxV,gpt2-codegolf,codex,gpt-5-codex@openai,0,3,0.0,0.333,1.0,True
git-multibranch__HoPZF7Y,git-multibranch,openhands,claude-haiku-4-5-20251001@anthropic,0,193,0.005,0.205,0.492,False
count-dataset-tokens__5dWP3mH,count-dataset-tokens,openhands,claude-opus-4-5-20251101@anthropic,0,18,0.167,0.111,0.056,True
llm-inference-batching-scheduler__6hS5utU,llm-inference-batching-scheduler,claude-code,claude-opus-4-6@anthropic,1,49,0.367,0.02,0.245,False
hf-model-inference__yFiGWac,hf-model-inference,openhands,grok-4-0709@xai,1,70,0.1,0.087,0.014,False
cancel-async-tasks__RdTQXu3,cancel-async-tasks,gemini-cli,gemini-2.5-flash@gemini,0,3,0.0,0.5,0.667,True
largest-eigenval__u3AJk5d,largest-eigenval,claude-code,minimax-m2.1@minimax,0,35,0.343,0.057,0.429,False
gpt2-codegolf__bGooRXY,gpt2-codegolf,claude-code,claude-opus-4-6@anthropic,0,71,0.408,0.014,0.38,False
git-leak-recovery__RHe7gV4,git-leak-recovery,codex,gpt-5-mini@openai,1,17,0.0,0.059,0.235,True
caffe-cifar-10__DWv2jbu,caffe-cifar-10,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,70,0.057,0.014,0.014,False
gcode-to-text__jFcAE8s,gcode-to-text,claude-code,minimax-m2.1@minimax,0,13,0.077,0.154,0.538,True
build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,0.378,0.259,0.264,False
log-summary-date-ranges__zntQw29,log-summary-date-ranges,claude-code,claude-opus-4-6@anthropic,1,8,0.375,0.125,0.5,True
hf-model-inference__vodbNqV,hf-model-inference,terminus-3-3,gemini-3.1-pro-preview@Google,1,10,0.6,1.0,0.1,True
git-leak-recovery__pLbtcsk,git-leak-recovery,openhands,gemini-2.5-flash@gemini,1,18,0.0,0.059,0.056,True
build-pov-ray__Q4qr3uW,build-pov-ray,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,25,0.44,0.04,0.04,True
fix-code-vulnerability__Z9rsFcU,fix-code-vulnerability,claude-code,claude-haiku-4-5-20251001@anthropic,1,145,0.4,0.014,0.448,False
custom-memory-heap-crash__ddKChPK,custom-memory-heap-crash,codex,gpt-5-mini@openai,0,27,0.259,0.037,0.222,True
fix-ocaml-gc__ffWwd2v,fix-ocaml-gc,terminus-2,glm-5@z-ai,1,131,0.489,0.015,0.015,False
llm-inference-batching-scheduler__K2xUvom,llm-inference-batching-scheduler,deepagent-harbor,gpt-5.2-codex@openai,1,24,0.167,0.333,0.125,True
largest-eigenval__8b3qbK8,largest-eigenval,gemini-cli,gemini-2.5-pro@gemini,0,31,0.29,0.032,0.065,False
largest-eigenval__LMH5cAq,largest-eigenval,terminus-3-3,claude-opus-4-6@anthropic,1,38,0.421,1.0,0.026,True
